candidate,sentiment,subject_matter,tweet_text,tweet_created
No candidate mentioned,Negative,Women's Issues (not abortion though),"RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.c_ _",8/6/15 21:06
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead ________ #GOPD_ _,8/6/15 21:06
Rand Paul,Negative,None of the above,RT @RWSurferGirl: Rand Paul has William Shatner's old hairpiece from Star Trek 2: The Wrath of Khan. #GOPDebate #GOPDebates,8/6/15 21:06
No candidate mentioned,Neutral,None of the above,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",8/6/15 21:06
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:06
Jeb Bush,Neutral,None of the above,"@InaMaziarcz Remember, kids. #jebbush is the ""smart"" brother.  #gopdebates",8/6/15 21:06
No candidate mentioned,Negative,None of the above,When the #GOPDebates pulls out the double candidate box you KNOW shit is about to get real dirty.   And awesome.,8/6/15 21:06
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:06
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:06
Jeb Bush,Negative,None of the above,"RT @SupermanHotMale: Translation, Jeb Bush, I fucked Florida schools so badly they still have not recovered. That is the truth, I live here_ _",8/6/15 21:06
No candidate mentioned,Negative,None of the above,"Can't a gal just enjoy watching #GOPdebates without all these ""tolerant"" people attacking me out of nowhere? Rrright, b/c that's cool...__‰___‰_",8/6/15 21:06
Jeb Bush,Negative,None of the above,Bush reminds me of his father and brother its dê©jê_ vu or more like really bad whiplash into the past #GOPDebates #PresidentialDebate #2016,8/6/15 21:06
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:06
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:06
Jeb Bush,Negative,Jobs and Economy,@JebBush makes HUGE promises and claims he can create 19million jobs. 3x what daddy and W did combined. #GOPDebates Please don't lie Jeb.,8/6/15 21:06
Scott Walker,Negative,None of the above,"Oh dear, Scott Walker is in his fantasy world again.  #GOPDebates",8/6/15 21:06
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead ________ #GOPD_ _,8/6/15 21:06
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:06
Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ________ #GOPDebate  #G_ _",8/6/15 21:06
No candidate mentioned,Negative,None of the above,RT @hbludman: They'd rather talk about @HillaryClinton than debate the issues. Somewhere Hillary is laughing. #GOPDebates,8/6/15 21:06
Scott Walker,Negative,None of the above,"Scott Walker's campaign promises are simply ""aiming high"" #GOPDebates",8/6/15 21:06
No candidate mentioned,Negative,FOX News or Moderators,"@FoxNews Can't stand much more.  If these 10 are the best of the GOP, I love our chances in 2016 #GOPDebates #UniteBIue",8/6/15 21:06
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:06
Scott Walker,Negative,Jobs and Economy,"Walker: ""The problem is there's too much $ in Washington."" Cut to the Koch Bros stuffing bucks into his back pocket. #GOPDebates",8/6/15 21:06
Ben Carson,Negative,None of the above,Ben Carson's tithing tax system be like #GOPDebates http://t.co/OxohrZbBWz,8/6/15 21:06
Donald Trump,Negative,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,8/6/15 21:06
Chris Christie,Negative,None of the above,RT @RWSurferGirl: Breaking: Brian Williams just handed Chris Christie a donut to calm him down. ________ #GOPDebate #GOPDebates,8/6/15 21:06
Ben Carson,Negative,LGBT issues,RT @tmservo433: Ben Carson: If I was trying to destroy the country I would divide the people. Now lets talk about my anti-lgbt pro war plan_ _,8/6/15 21:06
Jeb Bush,Negative,None of the above,"RT @EnzoWestie: Remember, kids. #jebbush is the ""smart"" brother.  #gopdebates",8/6/15 21:06
No candidate mentioned,Negative,None of the above,Two hours of action movie voiceovers #GOPDebates,8/6/15 21:06
Jeb Bush,Neutral,None of the above,Let's just draw straws and replace everyone in DC from the top down with all these guys on stage besides Bush &amp; Christie? #GOPdebates,8/6/15 21:06
No candidate mentioned,Negative,Women's Issues (not abortion though),RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
Scott Walker,Negative,FOX News or Moderators,Obviously @RogerAiles doesn't want @ScottWalker as #President.  Is everyone okay with @FoxNews selecting the #GOP nominee?  #GOPDebates,8/6/15 21:07
Scott Walker,Negative,None of the above,"RT @SupermanHotMale: Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPoli_ _",8/6/15 21:07
No candidate mentioned,Positive,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
No candidate mentioned,Neutral,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
Donald Trump,Positive,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead ________ #GOPD_ _,8/6/15 21:07
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead ________ #GOPD_ _,8/6/15 21:07
No candidate mentioned,Negative,None of the above,RT @averykayla: You are now promising free pizza every Friday and no homework ever again! #GOPDebates,8/6/15 21:07
No candidate mentioned,Negative,Women's Issues (not abortion though),RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
Chris Christie,Negative,None of the above,Privatize everything. Fuck you Chris Christie. #GOPDebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
No candidate mentioned,Negative,None of the above,"I could never run for president. ""My father was a geophysicist"" doesn't resonate with voters #GOPDebates",8/6/15 21:07
Ted Cruz,Positive,None of the above,"RT @RWSurferGirl: I think Cruz and Trump need to band together and expose this set up job, and get rid of Bush and Rubio, ________ #GOPDebate  #G_ _",8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
No candidate mentioned,Negative,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
Ben Carson,Negative,Racial issues,RT @itsRodT: This silencing of Ben Carson is just one glimpse into why tokenism doesn't work and just how racial hierarchy operates #GOPDeb_ _,8/6/15 21:07
No candidate mentioned,Negative,None of the above,If politicians would stop raiding the SS/Medicare funds &amp; actual put back what they took out....  #GOPDebates,8/6/15 21:07
No candidate mentioned,Neutral,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
Chris Christie,Positive,None of the above,"""I'm the only guy on this stage who..."" Is Christie's theme and it's not a bad theme. #GOPDebates",8/6/15 21:07
No candidate mentioned,Negative,None of the above,Why did I expect anything from these people? Thats my fault. #GOPdebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
No candidate mentioned,Neutral,None of the above,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",8/6/15 21:07
No candidate mentioned,Negative,None of the above,Moving on from the #GOPDebates to #Rectify Daniel Holden,8/6/15 21:07
Donald Trump,Negative,None of the above,RT @ericstonestreet: Trump has Cam hands. #GOPDebates,8/6/15 21:07
No candidate mentioned,Negative,Jobs and Economy,"Oh yes please pontificate on social security reform, baby boomers #GOPDebates",8/6/15 21:07
Jeb Bush,Negative,FOX News or Moderators,RT @RWSurferGirl: Fox is cherry picking the candidates. Jeb gets the softball questions. ________ #GOPDebates  #GOPDebates,8/6/15 21:07
John Kasich,Positive,None of the above,Thank you O B wan.:)__—___‰ç__è_ #Kasich #GOPDebates  https://t.co/xCpcPx2n8u,8/6/15 21:07
No candidate mentioned,Neutral,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
Donald Trump,Negative,None of the above,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead ________ #GOPD_ _,8/6/15 21:07
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead ________ #GOPD_ _,8/6/15 21:07
No candidate mentioned,Negative,None of the above,"RT @BettyFckinWhite: -Can you answer this very direct question?
-I should be president. 
-So, no?
#GOPDebates",8/6/15 21:07
Chris Christie,Positive,None of the above,Christie practiced.  Lots of numbers.  #GOPDebates,8/6/15 21:07
Jeb Bush,Positive,None of the above,High lofty expectations! #Jeb Jeb Jeb! Where's #Trump? #GOPDebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
No candidate mentioned,Neutral,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
John Kasich,Negative,Jobs and Economy,RT @jesslstoner: KASICH'S DAD WAS A MAILMAN BUT HE HATES UNIONS. Which have protected letter carriers for decades. #gopdebates,8/6/15 21:07
Donald Trump,Positive,None of the above,Dear Donald Trump... Thank you! #GOPDebates __—_,8/6/15 21:07
No candidate mentioned,Negative,Women's Issues (not abortion though),RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
No candidate mentioned,Negative,Women's Issues (not abortion though),"RT @monaeltahawy: #WhereRWomen I'm in #Cairo, where I often rail vs misogyny in politics. And here are men, men, men #GOPDebates http://t.c_ _",8/6/15 21:07
Chris Christie,Positive,None of the above,It's cute how Chris Christie has the Bob's Big Boy haircut #GOPDebates,8/6/15 21:07
Scott Walker,Negative,Jobs and Economy,"Dear Gov Walker, you have nothing to brag about, you fucked your state of Wisconsin and you suck Koch... #BitchAssPolitician. #GopDebates",8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
No candidate mentioned,Neutral,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
Donald Trump,Negative,FOX News or Moderators,RT @RWSurferGirl: FOX News won't admit who the Republican leader is right now I mean @realDonaldTrump only has a double-digit lead ________ #GOPD_ _,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
No candidate mentioned,Negative,None of the above,RT @mozgovaya: 10 men on stage discussing one woman. @HillaryClinton #GOPdebates,8/6/15 21:07
No candidate mentioned,Negative,Foreign Policy,"2015 Future RESULTS of tonight's  #GOPDebate
#GOPDebates 
#GOPUnfit2LeadOrGovern 
#GOPfail 
#gopTroglodytes http://t.co/1vuXsNehkw",8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
Jeb Bush,Negative,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:07
No candidate mentioned,Negative,Jobs and Economy,I hate when they call Social Security an entitlement. The  government doesn't fund Social Security you and your employer do. #GOPDebates,8/6/15 21:08
Jeb Bush,Neutral,None of the above,RT @RWSurferGirl: Jeb Bush reminds me of elevator music. You hear it but you don't listen. ________ #GOPDebate  #GOPDebates,8/6/15 21:08
